sentence,year,base_verb,lemma,form,label
"Ich habe wirklich Leute in die Ecke verquatschen, und danach lief nichts mehr, auch bei den Mädels.",2010,quatschen,verquatschen,verquatschen,1
"Nix mit Futter für die Hunde, die nun missgünstig die Katze betrachten, die an die Scheibe kratzt, damit Roche sie nach drinnen holt.",2010,kratzen,kratzt,kratzt,0
"Indem die öffentlich-rechtlichen Institute viele Baudarlehen ankauften oder absicherten, wurde bei privaten Banken wieder Kapital frei, das dann erneut an Hauskäufer und Bauherren ausgereicht werden konnte.",2010,reichen,ausreichen,ausgereicht,0
"Axelrod sagte, die Mehrheit der Amerikaner ersehnen sich nach politischen Kompromissen und die Hälfte wünsche sich, dass Obama dabei die Führung übernehme.",2010,sehnen,ersehnen,ersehnen,1
"Hätten Frauen mitentscheiden können, so lautet der Umkehrschluss, hätten sie die Weltwirtschaftskrise mildern ab, wenn nicht gar verhindern können.",2009,mildern,abmildern,mildern ab,1
"Es hat wieder geschneit letzte Nacht, und wieder sind die Leute früh aufgestanden und haben die Gehwege geräumt.",2010,schneien,geschneit,geschneit,0
"Als am 9. November die denkwürdige Pressekonferenz des SED-Politbüromitglieds Günther Schabowski   den Anfang vom Ende der DDR einleitete, weilten der damalige Bundeskanzler Helmut Kohl (CDU) und Außenminister Hans-Dietrich Genscher (FDP) samt einer großen Entourage, darunter zahlreiche Manager und natürlich jede Menge Journalisten, zum offiziellen Besuch in Warschau.",2009,suchen,besuchen,besuch,0
Zu Nestern geformt auf einem Küchentuch parken aus.,2009,parken,ausparken,parken aus,1
"Damit verpfuschen man in die göttliche Vorsehung, wurde gewettert.",2009,pfuschen,verpfuschen,verpfuschen,1
"Sie entwirft ihr halbes Dutzend Romanfiguren als höchst lebendige Charaktere: den grantigen Patron Walther, den verqueren Jürgen, den rationalistischen, verwischten Nicki samt ihren Frauen Grethe und Ruth.",2010,wischen,verwischen,verwischten,0
"Kristina empfängt sie im transparenten Negligé, sie lässt sogar fast alle Hüllen fallen, und in Odenthal fechten Tugend und Neigung einen Titanenkampf aus.",2009,fechten,fechten,fechten,0
"Es hätte sich belohnen, wie ein Blick auf die Entwicklung der verschiedenen Aktienmärkte zeigt.",2009,lohnen,belohnen,belohnen,1
"Ein konzentrierter Umgang mit Strukturen und Materialoberflächen, die durch die Drehbewegung des Plattenspielers gegeneinander gerieben oder mit einem Geigenbogen gestrichen werden.",2009,reiben,gerieben,gerieben,0
"In der Provinz Kandahar im Süden des Landes wurden am Samstag zudem drei US-Soldaten getötet, als ein am Straßenrand versteckter Sprengsatz explodierte.",2009,töten,getötet,getötet,0
In Spanien leisten ab mehr Frauen (57 Prozent) Freiwilligenarbeit.,2010,leisten,ableisten,leisten ab,1
Unbekannte stachen bei den Ausschreitungen fünf Polizisten mit Messern nieder.,2009,stechen,stachen,stachen,0
"Deshalb ganz kurz: Wir finden die Oberarm-Muskulatur der First Lady sehr beachtlich, es ist fast schon die Frage beim Foto vom obigen Tanz, wer da wen führt.",2009,finden,finden,finden,0
"Dazu gibt es das Lieblingskraut des Wanderkochs: frische Brunnenkresse, mit Quark zubereitet, auf Baguette gestrichen.",2009,frischen,frische,frische,0
"So strahlt ab auch ihn noch einmal die Angst des bürgerlichen, des 18. Jahrhunderts an, dass zwischen dem, was ein Mensch darstellt, zwischen seiner Erscheinung, und dem, was er ist, seinem Wesen, ein Riss klafft.",2009,strahlen,abstrahlen,strahlt ab,1
Seine Partei wolle auch an einer differenzierten aus Schullandschaft festhalten.,2009,differenzieren,ausdifferenzieren,differenzierten aus,1
Dann sucht aus der Computer nach einem passenden Zimmer und einer passenden Uhrzeit.,2010,suchen,aussuchen,sucht aus,1
Der Schinken ließ sich nicht gut beißen und verschlingen sich um meine Zunge.,2009,schlingen,verschlingen,verschlingen,1
"Oder gucken Sie sich Ihr Wirtschaftswunder nach dem Zweiten Weltkrieg an: Das entstand zu einem nicht geringen Teil daraus, dass privates Kapital, Arbeit und Energie der Menschen mobilisiert wurden.",2010,stehen,entstehen,entstand,0
"Beckhams Bart folgt dem Modell des englischen Landschaftsgartens, der im 18. Jahrhundert in Opposition zum streng geometrischen, gleichsam glatt rasierten ab Barockgarten erfunden wurde.",2009,rasieren,abrasieren,rasierten ab,1
"Erst knallt ein Blutbeutel gegen die Glasscheibe, dann fällt ein Schuss.",2009,knallen,knallt,knallt,0
"und wer etwas auf sich hält (und guten kontakt zu dem heer der regierungsbeamten hat), geht nicht in ein iranisches bordell – er fliegt aus nach dubai oder qatar.",2010,fliegen,ausfliegen,fliegt aus,1
"Der Stuhl, auf dem ich sitze, schleift an mit einem Ruck über den Boden.",2010,schleifen,anschleifen,schleift an,1
Also badete aus Thailand 63 Thronjahre lang im Bhumibol-Gelb.,2009,baden,ausbaden,badete aus,1
Vom Agrarkonzern Monsanto seien hingegen rechtliche Schritte zu erwarten.,2009,warten,erwarten,erwarten,0
"Dafür müssen die Auserwählten nach Hof kommen, wo sie mit großem Brimborium auf einem roten Teppich empfangen werden.",2010,fangen,empfangen,empfangen,0
"Da, wo Liu herkommt, wetzen ab sich die wenigen Hunde die Krallen selbst ab, und Gras wird mit der Sense gemäht.",2009,wetzen,abwetzen,wetzen ab,1
"Vom Eid, den die Brüder einst in Göttingen nicht brechen wollten, gelangen wir zu einem anderen Eid, den der Autor siebzehnjährig auf den Reichsführer der Waffen-SS leisten ab musste und nachträglich gerne gebrochen hätte.",2010,leisten,ableisten,leisten ab,1
"für sich, und schließlich provoziert er die Österreicher so lange, bis diese in die Falle tappen und Piemont den Krieg erklären.",2009,tappen,tappen,tappen,0
"Er ist mit einem dunkelgrauen, glatten Steinboden ausgelegt.",2010,legen,auslegen,ausgelegt,0
Nach seinem Tagespensum von 70 Kilometern rollt der Radler im tausendjährigen Städtchen Stein am Rhein ein.,2009,rollen,rollt,rollt,0
"Schwarz ist auch wieder die beliebteste Autofarbe geworden, mehr als 30 Prozent der Neuwagen werden in Schwarz beordern.",2010,ordern,beordern,beordern,1
"Am Herd stand – es war die Zeit der kalten Nächte und der heißen Pfannen – einer der renommiertesten Köche unseres Landes, umgeben von einigen ZEIT- Leserinnen und -Lesern, und verbraten ein Trumm von einem Fleisch.",2010,braten,verbraten,verbraten,1
"Zugleich wecken die steigenden Kreditausfälle der Kartenkonzerne Befürchtungen, dass der Finanzbranche weitere Milliardenabschreibungen drohen könnten.",2009,wecken,wecken,wecken,0
"Früher trug die 36-Jährige ihr Haar offen, jetzt verbirgt sie es unter einem eng gebundenen Kopftuch, sie ist ganz in Schwarz gekleidet, eine kraftvolle Frau, die keinem Blick ausweicht.",2010,kleiden,gekleidet,gekleidet,0
"18:07 Heute wird der Uefa-Cup spannend vor, das Vorrundengeplänkel mit dem dämlichen Modus liegt hinter uns: Drei von fünf Teams qualifizierten sich für die K.o.-Runde, also das Sechzehntelfinale.",2009,spannen,vorspannen,spannend vor,1
"Es ist früh am Morgen, als ich den Tourguide am Ortseingang von Laudat betreffen, einem Dorf in den Bergen Dominicas.",2010,treffen,betreffen,betreffen,1
"Die Tatsache, dass Vertreter führender und weniger führender Staaten jetzt in Washington zusammenkommen, um über diese Probleme zu debattieren, ist ein Beweis dafür, dass sie Obamas Gefahrenanalyse teilen aus.",2010,teilen,austeilen,teilen aus,1
Er weigerte sich zu fliehen und zog sich in ein Versteck zurück.,2009,ziehen,einziehen,zog ein,0
Gerade noch hat der Musiker Jan Delay die urban pittoresk gelegene Astra-Stube auf die Hülle seiner neuen Platte Wir Kinder vom Bahnhof Soul erheben.,2009,heben,erheben,erheben,1
"Egal, wer bei der WM im Tor stehen wird, er wird nicht einmal 20 Länderspiele bestritten haben.",2009,streiten,bestreiten,bestritten,0
"Das Standesamt ist in der Abtskapelle untergebracht, kirchlich geheiratet ein wird nebenan in der Stiftskirche.",2009,heiraten,einheiraten,geheiratet ein,1
"Klatsch gab es selten über ihn: 1938 heiratete er seine Kollegin Mona Graham, bekam zwei Töchter mit ihr und ließ sich nie entscheiden – es war eine der längsten Ehen Hollywoods.",2009,scheiden,entscheiden,entscheiden,1
"Damit besetzt sie nicht nur einen der wichtigsten Posten, den die Partei zu vergeben hat, sondern Birgit Homburger, die öffentlich meist Übersehene, tritt auch die direkte Nachfolge von Guido Westerwelle an, dem medial Allgegenwärtigen.",2009,setzen,besetzen,besetzt,0
"Ein Jahrzehnt nach der deutschen Vereinigung hat sie anerkannt, dass das Land seiner außenpolitischen Verantwortung notfalls auch unter Beteiligung an einem Kriegseinsatz nachkommen muss.",2009,kommen,nachkommen,nachkommen,0
"Ihre Hauptargumente waren, dass mit Spenden und privater Wohltätigkeit bei Weitem nicht geleistet werden könne, was der Staat leiste; dass die Reichen vielmehr in ihrem eigenen Interesse Steuern zahlten, von denen außerdem ein großer Teil für Infrastruktur, für Recht und Ordnung, d\.h\. dafür verwendet würde, dass die Reichen überhaupt ihre Geschäfte tätigen könnten und ihr Eigentum geschützt würde.",2010,wenden,verwenden,verwendet,0
"Die vielen Fragen wehrt er ab, indem er seine Antworten so ausschweifend formuliert vor, dass der Fragesteller am liebsten flüchten möchte.",2010,formulieren,vorformulieren,formuliert vor,1
"Wenige Sekunden nur hat es gedauert, bis Wulff die Gefahr erkannt und den Schal abgenommen hat.",2010,kennen,erkennen,erkannt,0
"Schließlich war ich gezwungen, die verhasste und mehr als ein Jahrzehnt lang ignorierte Landeshauptstadt erneut zu betreten, um dort zu bleiben.",2010,treten,betreten,betreten,0
"Die alte und eben deshalb etwas langsame Kassiererin im Berliner Lidl wäre erschüttert wie nie, würden Kunden ihr beständig zuzischen, sie solle endlich hinschmeißen und einfach nach Hause gehen, statt allen die Zeit zu rauben.",2009,rauben,rauben,rauben,0
Thomas hatte in den 1970ern bis zum Aussterben des britischen Bläulings alle Faktoren des Lebenszyklus detailliert untersucht und diese Daten vor Jahren in ein Computermodell verspeisen.,2009,speisen,verspeisen,verspeisen,1
Seither wird auf den inzwischen jährlich stattfindenden Klimagipfeln um ein Nachfolgeabkommen für das Kyoto-Protokoll gerungen ab.,2010,ringen,abringen,gerungen ab,1
"Gewissheit kann ein Indizienprozess nicht liefern auf, sonst wäre es ja keiner.",2010,liefern,aufliefern,liefern auf,1
"Nur müssen sie doppelt so dick sein wie die Selleriescheiben, weil sie sonst auseinanderfallen.",2009,doppeln,doppelt,doppelt,0
"Seitdem internationale Kriegsschiffe vor der somalischen Küste patrouillieren und Piraten jagen ein, haben die Kriminellen ihre Raubzüge in den Süden ausgedehnt.",2009,jagen,einjagen,jagen ein,1
"ZEIT ONLINE ist berechtigt, Ihre personenbezogenen Daten über die Inanspruchnahme seines Dienstes zu erheben, zu verarbeiten, zu speichern ab und zu nutzen, soweit dies erforderlich ist, um Ihnen die Inanspruchnahme des Dienstes zu ermöglichen.",2009,speichern,abspeichern,speichern ab,1
"Das Bild wird zum Fluch des Künstlers, es verschafft ihm Reichtum, es pflanzt ihm die Eitelkeit ein, zerstört sein Talent.",2009,pflanzen,pflanzt,pflanzt,0
"Dann schaut die Käse-Diva so entnerven wie der Barkeeper, wenn er eine Cola ausschenken soll.",2010,nerven,entnerven,entnerven,1
"Krieg ist, von den allgemeinen Geschäftsbedingungen der Versicherungskonzerne einmal abgesehen, die bei Naturkatastrophen, höherer Gewalt und eben bei Krieg zu zahlen zu sich weigern, keine juristische Kategorie mehr.",2009,zahlen,zuzahlen,zahlen zu,1
"Die Reichen und Mächtigen lassen sie wegjagen, wenn sie abends in einem der Edelrestaurants auf der Ilha, einer Landzuge vor Luanda, Hummer und Langusten speisen.",2009,speisen,speisen,speisen,0
Aber weit weg vom Artenreichtum des Mittelmeerraums verlangt diese Selbstbeschränkung viel Ortskenntnis und Fantasie.,2010,langen,verlangen,verlangt,0
"Alle paar Wochen krempelt auf der deutsche Finanzminister Peer Steinbrück in Brüssel seine Hemdsärmel hoch und doziert vor den Medien über die große, weite Welt der Finanzpolitik.",2009,krempeln,aufkrempeln,krempelt auf,1
Ein Volksentscheid wird die Frage des Religionsunterrichts am kommenden Wochenende klären.,2009,klären,klären,klären,0
"Und aus Angst vor polnischen Klempnern und bulgarischen Krankenschwestern, die in den deutschen Sozialstaat einwandern könnten, bestand Schröder nach der Osterweiterung der EU 2004 und 2007 auf ausgedehnten Übergangsfristen für die Freizügigkeit der Neuropäer.",2010,stehen,bestehen,bestand,0
"Die vier Männer hatten Material für Sprengsätze von ungeheurer Kraft gesammelt auf, sie wollten die Bomben mit Schrauben und Muttern füllen, um noch mehr Menschen zu töten.",2010,sammeln,aufsammeln,gesammelt auf,1
"Dann ist es so still, dass man aufschreckt, wenn zwei Spatzen sich um Kuchenkrümel balgen ab.",2009,balgen,abbalgen,balgen ab,1
"Entsprechend drehte sich plötzlich alles wieder nur darum, wie nationale Rettungspakete auszusehen hätten und wie diese durch die Parlamente zu peitschen seien.",2009,peitschen,peitschen,peitschen,0
"Zweifel, die sich aus vielen Jahren verspielter oder verschenkter Möglichkeiten verspeisen.",2009,speisen,verspeisen,verspeisen,1
"Wie gütige Hausgötter hängen sie an den Fassaden der libanesischen Hafenstadt Tripoli, mehr oder weniger fein lächelnd, zwischen Kabeln, Balkonen und der Wäsche, die in der Sonne vertrocknen.",2009,trocknen,vertrocknen,vertrocknen,1
Fast die Hälfte des iranischen Erdöls und fast die gesamte Menge des Erdgases werden allerdings im Land verkonsumieren.,2009,konsumieren,verkonsumieren,verkonsumieren,1
"Gemutmaßt wird sogar, Gerüchte würden gezielt gestreut.",2009,streuen,gestreut,gestreut,0
"Aber es mitschwingen kein Zynismus mit, wenn er über seine Mandanten oder seine Protagonisten spricht und lacht.",2010,schwingen,mitschwingen,mitschwingen,1
"So ließe es sich leben: heute ein bisschen Neukölln, morgen ein bisschen SoHo, Montag ein schickes Kopftuch, Mittwoch eine Gucci-Sonnenbrille.",2010,leben,einleben,leben ein,0
"Salinger schon gesucht, als er 1952 durch Neuengland gestreift ab war, jenes weite Hinterland von Boston, zu dem auch New Hampshire gehört.",2010,streifen,abstreifen,gestreift ab,1
"Sie glauben, dass sich spekulative Übertreibungen etwa am Immobilienmarkt nicht durch Transaktionsabgaben abstellen mitlassen.",2009,lassen,mitlassen,mitlassen,1
"Sollte dieser nicht fruchten, müsse man die Außenposten gewaltsam räumen.",2009,räumen,räumen,räumen,0
"Ich kann jedoch über mich sagen: Ich empfinde diese Arbeit  als Geschenk, weil ich zusehen darf, wie die Jugendlichen sich nach und nach öffnen.",2009,sehen,zusehen,zusehen,0
Auf diese Weise versteigern man noch das Gefühl der vermeintlichen Bedrohung: Die Fremden und ihre Helfershelfer wollen einem den Mund verbieten!,2010,steigern,versteigern,versteigern,1
Er ersetzen dem Virtuosentum die gezackte Wahnsinnskrone auf.,2009,setzen,ersetzen,ersetzen,1
"Streift der Blick über hässliche Mietshausfassaden, nieselt das Wetter, sind die Passanten grau gelaunt, der Gehweg voller Hundehaufen, braust ab die Müllabfuhr durch eine Pfütze – das ernüchtert und kühlt ab.",2009,brausen,abbrausen,braust ab,1
"Sie leisteten Hilfestellung, wo es nötig war, natürlich disziplinierten sie auch.",2009,leisten,leisteten,leisteten,0
"Immerhin haben die Macher erkannt, dass sich Newsy ideal für den schnellen Konsum unterwegs eignet, und gebieten daher neben der Webseite auch eigene kostenlose Videoplayer für iPhone und iPad sowie für Android-Handys und Netbooks an.",2010,bieten,gebieten,gebieten,1
"Die Zahlen seien ja gar nicht dazu gedacht, die automobile Praxis abzubilden.",2009,bilden,abbilden,abzubilden,0
"Harald Martenstein wird von Radfahrern beschimpft, schimpft zurück und bereitet nun seine Verteidigung vor Gericht vor.",2010,schimpfen,beschimpfen,beschimpft,0
In Italien erhalten sie mit 33.500 Euro das niedrigste Gehalt.,2009,halten,erhalten,erhalten,0
"Um Winterreifen dagegen kümmern wir uns erst spät, die unangenehmen Dinge schiebt man eben gerne so lange wie möglich vor sich her: Im Sommer fast keine Nachfrage, erst im Oktober mehr, im November erreicht dieser Suchbegriff seinen Häufigkeits-Höhepunkt.",2009,langen,lange,lange,0
"Untergebracht ist das Museum in einem barocken Gebäude der Mainzer Innenstadt, ehemals ein Marstall, weswegen über dem Eingang weithin sichtbar ein goldenes Ross seine Hufe schwingt ab.",2010,schwingen,abschwingen,schwingt ab,1
